entity_id,state,last_changed,current_temperature,hvac_action,target_temp_high,target_temp_low,temperature
climate.pool_house,heat_cool,2026-03-12T03:52:20.103Z,73.3,cooling,73,66.9,
climate.pool_house,heat_cool,2026-03-12T03:55:20.018Z,73.1,idle,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:01:20.058Z,73.3,cooling,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:04:20.044Z,73.6,cooling,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:07:19.985Z,73.3,cooling,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:10:20.023Z,72.3,idle,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:13:07.077Z,72.1,idle,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:16:07.397Z,72.6,idle,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:19:07.395Z,73,idle,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:22:07.414Z,73.3,cooling,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:25:07.431Z,73,fan,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:28:07.378Z,72.5,idle,73,66.9,
climate.pool_house,heat_cool,2026-03-12T04:31:07.684Z,72.7,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:34:07.372Z,72.9,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:37:07.431Z,72.9,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:43:07.435Z,73.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:46:07.400Z,73.3,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:49:07.457Z,73.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:50:18.498Z,73.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:53:18.805Z,73.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:55:31.606Z,73.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T04:59:31.609Z,72.7,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:01:44.931Z,72.8,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:04:45.245Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:07:45.208Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:10:45.257Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:16:48.140Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:19:48.470Z,72.4,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:21:11.314Z,72.4,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:24:11.632Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:27:11.644Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:30:11.617Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:33:11.618Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:36:11.614Z,72,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:39:11.651Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:42:11.585Z,71.8,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:45:11.651Z,71.3,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:48:11.595Z,71.1,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:51:11.600Z,71,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:54:11.667Z,71.1,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T05:57:11.649Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:00:11.621Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:03:11.612Z,72.7,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:06:11.652Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:09:11.716Z,72.6,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:12:11.631Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:15:11.663Z,72.4,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:24:11.662Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:27:11.598Z,72,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:30:11.653Z,71.3,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:33:11.655Z,71.5,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:36:11.687Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:45:11.689Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:48:11.657Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:51:11.696Z,72.1,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:54:11.707Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T06:57:11.711Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:00:11.686Z,72.3,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:03:11.717Z,71.9,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:06:11.698Z,71.5,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:09:11.676Z,71.3,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:12:11.694Z,71.5,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:15:11.699Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:18:11.723Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:21:12.083Z,72.3,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:24:11.735Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:27:11.715Z,72.1,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:30:11.742Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:33:11.690Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:36:11.679Z,72.3,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:39:11.710Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:45:11.738Z,72.1,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:51:11.736Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:54:11.745Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T07:57:11.735Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:00:11.783Z,72.4,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:03:11.720Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:06:11.702Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:09:11.776Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:12:11.771Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:15:11.778Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:18:11.789Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:21:12.160Z,72,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:24:11.718Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:30:11.749Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:33:11.778Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:36:11.736Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:39:11.792Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:42:11.734Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:45:11.810Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:48:11.765Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:51:11.835Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T08:57:11.819Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:00:11.835Z,72.4,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:03:11.774Z,72.1,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:06:11.785Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:12:11.779Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:18:11.856Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:21:12.245Z,72,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:24:11.809Z,72.3,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:27:11.849Z,72.3,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:30:11.851Z,71.5,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:36:11.783Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:39:11.816Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:42:11.840Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:45:11.838Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:48:11.846Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:54:11.789Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T09:57:11.798Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:00:11.821Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:06:11.857Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:09:11.841Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:12:11.840Z,72.1,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:15:11.819Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:24:11.809Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:27:11.856Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:30:11.896Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:33:11.895Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:36:11.892Z,72.4,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:39:11.874Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:42:11.866Z,72.2,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:45:11.919Z,71.6,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:51:11.866Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T10:57:11.919Z,72,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:00:11.928Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:03:11.859Z,72.5,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:06:11.928Z,72,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:09:11.903Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:15:11.920Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:21:12.278Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:27:11.999Z,72.1,fan,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:30:12.061Z,71.4,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:36:12.010Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:39:12.028Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:42:12.031Z,71.7,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:45:12.023Z,71.9,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:48:12.077Z,72.2,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:51:12.075Z,72.1,cooling,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:54:12.066Z,71.8,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T11:57:12.007Z,71.5,idle,72,66.9,
climate.pool_house,heat_cool,2026-03-12T12:00:12.062Z,71.7,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:03:12.014Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:06:12.038Z,71.9,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:09:12.083Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:12:12.049Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:15:12.083Z,70.9,fan,71,68,
climate.pool_house,heat_cool,2026-03-12T12:21:12.510Z,70.5,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:30:12.056Z,70.8,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:33:12.093Z,70.9,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:36:12.070Z,71,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:39:12.029Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:42:12.073Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:45:12.059Z,71.1,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T12:48:12.063Z,71.1,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:51:12.087Z,70.4,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:54:12.075Z,70.3,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T12:57:12.122Z,70.5,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:00:12.139Z,70.7,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:03:12.135Z,70.8,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:06:12.099Z,70.9,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:12:12.119Z,71.1,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:18:12.131Z,71.2,fan,71,68,
climate.pool_house,heat_cool,2026-03-12T13:21:12.140Z,71.8,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T13:24:12.488Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T13:27:12.144Z,71.6,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T13:30:12.139Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T13:33:12.101Z,70.6,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:36:12.154Z,70.4,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:39:12.104Z,70.5,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:42:12.186Z,70.7,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:45:12.130Z,70.9,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:48:12.172Z,71,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:51:12.164Z,71,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T13:57:12.154Z,71.2,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T14:00:12.158Z,71.3,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:03:12.113Z,71.4,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:06:12.108Z,71.5,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:09:12.149Z,71.4,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:12:12.189Z,71.6,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:15:12.149Z,71.6,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:18:12.165Z,71.6,fan,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:21:12.174Z,72.4,fan,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:24:12.201Z,72.3,fan,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:27:12.610Z,72,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:30:12.225Z,71.9,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:36:12.146Z,72,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:39:12.163Z,71.9,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:42:12.132Z,72.1,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:45:12.166Z,72.3,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:48:12.191Z,72.5,fan,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:51:12.146Z,72.8,fan,72.9,64,
climate.pool_house,heat_cool,2026-03-12T14:54:12.157Z,73.2,idle,72.9,64,
climate.pool_house,heat_cool,2026-03-12T15:03:12.214Z,73.1,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T15:06:12.236Z,73.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:09:12.189Z,72.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:12:12.162Z,72.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:15:12.210Z,72.1,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:18:12.203Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:21:12.175Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:24:12.268Z,71,fan,71,68,
climate.pool_house,heat_cool,2026-03-12T15:27:12.608Z,71.3,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T15:30:12.193Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:33:12.175Z,70.9,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:36:12.181Z,71.2,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T15:39:12.187Z,71,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:42:12.228Z,71.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:45:12.232Z,70.8,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T15:48:12.228Z,70.9,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T15:51:12.272Z,71.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T15:54:12.228Z,70.9,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T15:57:12.270Z,71.3,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T16:00:12.253Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:03:12.268Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:06:12.226Z,71.4,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:09:12.259Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:12:12.277Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:16:26.325Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:19:59.239Z,71.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:22:59.550Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:27:18.277Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:30:18.621Z,71.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:33:30.685Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:37:30.689Z,71.1,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:39:31.008Z,71.4,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T16:42:30.979Z,71.8,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:45:30.998Z,71.9,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:48:30.985Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T16:57:31.009Z,72,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:00:31.026Z,72.4,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:03:30.998Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:06:31.054Z,71.8,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:09:31.023Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:12:31.009Z,71.3,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T17:15:31.003Z,71.7,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T17:18:31.016Z,72.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:21:31.054Z,72.1,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:24:31.017Z,72,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:27:31.022Z,72.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:30:31.039Z,71.8,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:33:31.459Z,72.6,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:36:31.027Z,72.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:39:31.034Z,72.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:42:31.086Z,72.1,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:45:31.063Z,72.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:48:31.033Z,72.1,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:51:31.057Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:54:31.010Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T17:57:31.053Z,71.3,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T18:00:31.037Z,71.6,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T18:06:30.987Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:09:31.026Z,71.4,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:12:31.041Z,71.3,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:15:31.079Z,71.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:18:31.081Z,71.2,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T18:21:31.088Z,72.2,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:24:31.043Z,71.9,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:27:31.079Z,71.8,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:30:31.078Z,71.6,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:33:31.072Z,71.4,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:36:31.547Z,71.2,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T18:39:31.025Z,71.5,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T18:42:31.112Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:45:44.235Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:51:36.079Z,71.7,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T18:57:31.105Z,71.6,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T19:00:31.148Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T19:03:31.110Z,71.4,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T19:09:31.150Z,71.5,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T19:12:31.104Z,71.4,cooling,71,68,
climate.pool_house,heat_cool,2026-03-12T19:18:31.161Z,71.3,fan,71,68,
climate.pool_house,heat_cool,2026-03-12T19:21:31.114Z,71.8,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T19:24:31.134Z,71.6,idle,71,68,
climate.pool_house,heat_cool,2026-03-12T19:27:31.116Z,71.8,cooling,71,68,
