#,Thermostat,identifier,531605445508
#,Thermostat,name,Pool House Thermostat
#,Start,date,2026-03-05
#,End,date,2026-03-12

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure,Pool House Back Bed (F),Pool House Back Bed2
2026-03-06,18:50:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.7,63,77.5,0,300,0,300,1.2,73,63,1,4,120,2516,1211,102138,77.3,0,
2026-03-06,18:55:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.2,64,77.5,0,180,0,225,1.2,72.4,64,1,4,123,2681,1239,102143,77,0,
2026-03-06,19:00:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.1,65,76.2,0,45,0,45,0.9,72.1,65,0,4,117,2318,1175,102146,76.7,0,
2026-03-06,19:05:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.2,65,76.2,0,255,0,300,0.9,72.1,65,1,4,115,2214,1155,102144,76.7,0,
2026-03-06,19:10:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.2,66,76.2,0,45,0,45,0.8,72,66,1,4,116,2305,1171,102144,76.6,0,
2026-03-06,19:15:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.4,66,76.2,0,300,0,300,0.7,72.1,66,1,4,111,2041,1120,102149,76.6,0,
2026-03-06,19:20:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.3,66,76.2,0,105,0,150,0.8,72.1,66,1,4,113,2141,1140,102156,76.5,0,
2026-03-06,19:25:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.5,66,76.2,0,195,0,195,0.7,72.3,66,0,4,109,1955,1100,102162,76.5,0,
2026-03-06,19:30:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.3,65,76,0,120,0,165,0.9,72.2,65,0,4,112,2067,1125,102166,76.5,0,
2026-03-06,19:35:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.5,66,76,0,180,0,180,0.7,72.3,66,1,4,107,1870,1081,102170,76.5,0,
2026-03-06,19:40:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,72,68,76,0,300,0,300,0.4,72.5,68,0,4,100,1595,1010,102177,76.5,0,
2026-03-06,19:45:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.9,68,76,0,300,0,300,0.4,72.4,68,0,4,95,1418,959,102185,76.2,0,
2026-03-06,19:50:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.6,68,76,0,300,0,300,0.4,72.1,68,0,4,94,1390,950,102190,76,0,
2026-03-06,19:55:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.2,67,76,0,225,0,270,0.5,71.7,67,1,4,95,1409,956,102196,75.7,0,
2026-03-06,20:00:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.8,67,75.8,0,0,0,0,0.5,71.3,67,1,4,94,1394,951,102202,75.5,0,
2026-03-06,20:05:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.9,68,75.8,0,45,0,45,0.4,71.3,68,1,4,94,1397,952,102207,75.5,0,
2026-03-06,20:10:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.4,70,75.8,0,300,0,300,0.2,71.6,70,1,4,88,1202,886,102209,75.6,0,
2026-03-06,20:15:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.1,69,75.8,0,195,0,240,0.3,71.4,69,1,4,84,1104,849,102215,75.4,0,
2026-03-06,20:20:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71,69,75.8,0,75,0,75,0.2,71.3,69,0,4,83,1071,835,102225,75.2,1,
2026-03-06,20:25:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.6,70,75.8,0,300,0,300,0.1,71.5,70,0,4,79,994,802,102232,75.2,1,
2026-03-06,20:30:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.7,70,75.8,0,300,0,300,0.4,71.4,70,1,4,77,935,775,102231,75.1,1,
2026-03-06,20:35:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.9,71,75.8,0,300,0,300,0.4,71.3,71,1,4,71,817,716,102231,74.9,1,
2026-03-06,20:40:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.9,71,75.8,0,300,0,300,0.5,71.1,71,1,4,70,795,704,102231,74.8,0,
2026-03-06,20:45:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.9,71,75.8,0,300,0,300,0.6,70.9,71,1,4,68,768,688,102230,74.7,0,
2026-03-06,20:50:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.7,72,75.8,0,300,0,300,0.7,70.5,72,1,4,68,765,686,102227,74.6,0,
2026-03-06,20:55:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.6,72,75.8,0,300,0,300,0.7,70.3,72,0,4,67,743,664,102230,74.5,0,
2026-03-06,21:00:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.4,72,75.6,0,300,0,300,0.7,70.1,72,0,4,67,747,667,102230,74.3,0,
2026-03-06,21:05:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.1,71,75.6,0,120,0,165,0.7,69.8,71,0,4,68,769,685,102234,74.2,0,
2026-03-06,21:10:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.9,72,75.6,0,0,0,0,0.6,69.8,72,0,4,65,723,617,102240,74.1,0,
2026-03-06,21:15:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71,72,75.6,0,0,0,0,0.5,70.1,72,0,4,62,667,563,102247,74.3,0,
2026-03-06,21:20:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.3,72,75.6,0,270,0,270,0.5,70.4,72,0,4,59,626,549,102251,74.5,0,
2026-03-06,21:25:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.6,71,75.6,0,300,0,300,0.7,70.6,71,0,4,58,610,543,102255,74.7,0,
2026-03-06,21:30:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.2,69,75.6,0,45,0,90,1,70.4,69,0,4,70,807,702,102260,74.6,0,
2026-03-06,21:35:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.4,70,75.6,0,255,0,255,0.9,70.4,70,1,4,68,761,682,102258,74.6,0,
2026-03-06,21:40:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.2,68,75.6,0,135,0,180,1,70.5,68,1,4,71,823,719,102257,74.6,0,
2026-03-06,21:45:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.1,69,75.6,0,165,0,165,0.9,70.5,69,1,4,71,816,715,102253,74.6,0,
2026-03-06,21:50:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71,69,75.6,0,135,0,180,0.7,70.7,69,1,4,68,762,685,102252,74.5,0,
2026-03-06,21:55:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.9,69,75.6,0,0,0,0,0.6,70.8,69,0,4,64,705,579,102255,74.5,0,
2026-03-06,22:00:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.9,69,75.3,0,0,0,0,0.4,71,69,1,4,63,680,567,102256,74.7,0,
2026-03-06,22:05:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71,69,75.3,0,180,0,180,0.3,71.4,69,1,4,62,665,562,102259,75,0,
2026-03-06,22:10:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71,68,75.3,0,135,0,180,0.4,71.4,68,0,4,66,736,632,102260,75.2,0,
2026-03-06,22:15:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.1,69,75.3,0,165,0,165,0.3,71.4,69,1,4,65,716,600,102259,75.2,0,
2026-03-06,22:20:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,70.9,69,75.3,0,135,0,180,0.3,71.3,69,1,4,64,696,594,102260,75.2,0,
2026-03-06,22:25:00,auto,compressorCoolOff,HKhold,Home,71.1,64,71.4,71,75.3,0,165,0,165,,71.4,71,1,3,53,540,516,102260,75.3,0,
2026-03-06,22:30:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.7,71,75.3,0,300,0,300,,71.7,71,0,3,48,487,493,102257,75.2,0,
2026-03-06,22:35:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71.7,70,75.3,0,300,0,300,,71.7,70,1,3,47,482,492,102253,75.1,0,
2026-03-06,22:40:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,71,68,75.3,0,90,0,135,0.5,71.5,68,1,3,52,532,513,102249,75.1,0,
2026-03-06,22:45:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.9,69,75.3,0,90,0,90,0.4,71.4,69,1,4,51,522,509,102247,75.1,0,
2026-03-06,22:50:00,auto,compressorCoolStage1On,HKhold,Home,71.1,64,70.8,67,75.3,0,210,0,255,0.6,71.5,67,1,3,54,558,523,102244,75.1,0,
2026-03-06,22:55:00,auto,compressorCoolOff,HKhold,Home,71.1,64,70.6,66,75.3,0,0,0,0,0.7,71.3,66,1,4,59,630,550,102243,75.2,0,
2026-03-06,23:00:00,auto,compressorCoolOff,HKhold,Sleep,71.1,64,70.9,67,75,0,0,0,0,0.5,71.5,67,1,4,59,622,547,102240,75.3,0,
2026-03-06,23:05:00,auto,compressorCoolOff,HKhold,Sleep,71.1,64,71.1,67,75,0,240,0,240,0.6,71.7,67,1,4,59,632,551,102235,75.4,0,
2026-03-06,23:10:00,auto,compressorCoolStage1On,HKhold,Sleep,71.1,64,70.8,65,75,0,60,0,105,0.9,71.8,65,1,4,67,751,666,102235,75.5,0,
2026-03-06,23:15:00,auto,compressorCoolOff,HKhold,Sleep,71.1,64,71,65,75,0,135,0,135,0.8,71.8,65,1,4,67,747,667,102234,75.5,0,
2026-03-06,23:20:00,auto,compressorCoolStage1On,HKhold,Sleep,70.1,64,70.9,65,75,0,300,0,300,1,71.9,65,1,4,68,768,656,102233,75.5,0,
2026-03-06,23:25:00,auto,compressorCoolStage1On,auto,Sleep,69,64,70.3,63,75,0,300,0,300,1.1,71.5,63,1,4,79,982,797,102229,75.4,0,
2026-03-06,23:30:00,auto,compressorCoolStage1On,auto,Sleep,69,64,69.9,62,75,0,300,0,300,1.2,71.1,62,1,4,86,1159,869,102225,75.2,0,
2026-03-06,23:35:00,auto,compressorCoolStage1On,auto,Sleep,69,64,69.3,61,75,0,270,0,300,1.3,70.7,61,1,4,92,1317,926,102218,75,0,
2026-03-06,23:40:00,auto,compressorCoolOff,auto,Sleep,69,64,69,63,75,0,30,0,45,1.2,70.2,63,0,4,91,1315,924,102212,74.9,0,
2026-03-06,23:45:00,auto,compressorCoolStage1On,auto,Sleep,67.3,64,69.5,66,75,0,300,0,300,0.7,70.3,66,1,4,79,993,801,102215,74.9,0,
2026-03-06,23:50:00,auto,compressorCoolStage1On,hold,Sleep,67,64,68.9,64,75,0,300,0,300,1.1,70,64,1,4,91,1298,919,102209,74.8,0,
2026-03-06,23:55:00,auto,compressorCoolStage1On,hold,Sleep,67,64,68.2,62,75,0,300,0,300,1.3,69.6,62,1,4,101,1636,1021,102208,74.7,0,
2026-03-07,00:00:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.9,62,74.9,0,300,0,300,1.2,69.2,62,1,4,104,1726,1045,102209,74.4,0,
2026-03-07,00:05:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.6,62,74.9,0,300,0,300,1.2,68.9,62,1,4,107,1882,1083,102214,74.2,0,
2026-03-07,00:10:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.1,61,74.9,0,165,0,210,1.5,68.6,61,1,4,112,2092,1130,102209,74.1,0,
2026-03-07,00:15:00,auto,compressorCoolOff,hold,Sleep,67,64,67.3,63,74.9,0,135,0,135,1,68.4,63,0,4,105,1767,1053,102208,74,0,
2026-03-07,00:20:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.2,63,74.9,0,285,0,300,1.1,68.4,63,0,4,101,1638,1022,102203,74,0,
2026-03-07,00:25:00,auto,compressorCoolOff,hold,Sleep,67,64,67,63,74.9,0,15,0,45,1.2,68.3,63,1,4,105,1765,1055,102203,73.9,0,
2026-03-07,00:30:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.3,63,74.7,0,285,0,300,1.2,68.5,63,0,4,101,1609,1014,102210,73.9,0,
2026-03-07,00:35:00,auto,compressorCoolOff,hold,Sleep,67,64,67.1,63,74.7,0,15,0,45,1.1,68.3,63,1,4,104,1746,1050,102204,74,0,
2026-03-07,00:40:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.4,64,74.7,0,300,0,300,1,68.4,64,0,4,98,1515,988,102196,74.1,0,
2026-03-07,00:45:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.1,63,74.7,0,75,0,120,1.2,68.3,63,1,4,105,1785,1060,102185,74.1,0,
2026-03-07,00:50:00,auto,compressorCoolOff,hold,Sleep,67,64,67.4,64,74.7,0,225,0,225,0.9,68.4,64,1,4,97,1492,981,102180,74.1,0,
2026-03-07,00:55:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.1,62,74.7,0,195,0,240,1.2,68.4,62,0,4,103,1716,1042,102176,74.2,0,
2026-03-07,01:00:00,auto,compressorCoolOff,hold,Sleep,67,64,67.4,64,74.7,0,105,0,105,1,68.4,64,1,4,102,1686,1034,102169,74,0,
2026-03-07,01:05:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.5,64,74.7,0,300,0,300,1.1,68.6,64,1,4,96,1466,973,102165,74,0,
2026-03-07,01:10:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.9,67,74.7,0,300,0,300,0.6,68.6,67,1,4,87,1200,883,102157,73.9,0,
2026-03-07,01:15:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.5,65,74.7,0,300,0,300,0.9,68.4,65,1,4,87,1190,881,102153,73.8,0,
2026-03-07,01:20:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67,64,74.7,0,165,0,210,1.1,68.1,64,1,4,93,1371,944,102148,73.8,0,
2026-03-07,01:25:00,auto,compressorCoolOff,hold,Sleep,67,64,67.3,67,74.7,0,135,0,135,0.5,67.8,67,1,4,86,1161,869,102142,73.8,0,
2026-03-07,01:30:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.4,67,74.7,0,300,0,300,0.5,68,67,1,4,82,1060,831,102132,73.9,0,
2026-03-07,01:35:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67,65,74.7,0,90,0,135,0.8,67.9,65,1,4,88,1203,886,102123,73.8,0,
2026-03-07,01:40:00,auto,compressorCoolOff,hold,Sleep,67,64,67.5,68,74.7,0,210,0,210,0.5,68,68,1,4,82,1065,833,102119,73.7,0,
2026-03-07,01:45:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.3,66,74.7,0,300,0,300,0.8,68.1,66,1,4,88,1219,891,102111,73.8,0,
2026-03-07,01:50:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.1,65,74.7,0,30,0,75,0.8,67.9,65,1,4,95,1420,959,102100,73.9,0,
2026-03-07,01:55:00,auto,compressorCoolOff,hold,Sleep,67,64,67.8,67,74.7,0,270,0,270,0.5,68.3,67,1,4,89,1238,899,102095,73.9,0,
2026-03-07,02:00:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.4,64,74.6,0,300,0,300,1,68.4,64,1,4,99,1550,996,102091,73.9,0,
2026-03-07,02:05:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.1,63,74.6,0,60,0,105,1.1,68.3,63,1,4,106,1829,1071,102092,73.9,0,
2026-03-07,02:10:00,auto,compressorCoolOff,hold,Sleep,67,64,67.4,64,74.6,0,240,0,240,1,68.5,64,1,4,100,1599,1012,102089,73.9,0,
2026-03-07,02:15:00,auto,compressorCoolStage1On,hold,Sleep,67,64,67.1,63,74.6,0,135,0,180,1.2,68.3,63,1,4,106,1836,1073,102084,74.1,0,
2026-03-07,02:20:00,auto,compressorCoolOff,hold,Sleep,67,64,67.4,65,74.6,0,165,0,165,0.8,68.3,65,1,4,101,1614,1015,102082,74.1,0,
2026-03-07,02:25:00,auto,compressorCoolStage1On,hold,Sleep,68,64,67.1,63,74.6,0,165,0,210,1.1,68.3,63,1,4,105,1774,1056,102071,74.2,0,
2026-03-07,02:30:00,auto,compressorCoolOff,hold,Sleep,74,64,67.8,65,74.4,0,0,0,0,0.5,68.3,65,1,4,103,1692,1037,102066,74.3,0,
2026-03-07,02:35:00,auto,compressorCoolOff,hold,Sleep,74,64,68.4,65,74.4,0,0,0,0,0.4,68.9,65,1,4,100,1597,1011,102070,74.4,0,
2026-03-07,02:40:00,auto,compressorCoolOff,hold,Sleep,74,64,68.8,66,74.4,0,0,0,0,0.4,69.3,66,1,4,94,1385,948,102074,74.5,0,
2026-03-07,02:45:00,auto,compressorCoolOff,hold,Sleep,74,64,69.3,66,74.4,0,0,0,0,0.4,69.8,66,1,4,92,1319,926,102071,74.7,0,
2026-03-07,02:50:00,auto,compressorCoolOff,hold,Sleep,74,64,70.2,70,74.4,0,0,0,0,0.1,70.3,70,1,4,74,893,743,102067,74.9,0,
2026-03-07,02:55:00,auto,compressorCoolOff,hold,Sleep,72.8,64,70.7,71,74.4,0,90,0,90,,70.7,71,1,4,64,694,574,102068,75.1,0,
2026-03-07,03:00:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.4,68,74.4,0,300,0,300,0.3,70.8,68,1,4,71,817,712,102069,75.4,0,
2026-03-07,03:05:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,67,74.4,0,300,0,300,0.4,70.7,67,1,4,75,900,759,102066,75.3,0,
2026-03-07,03:10:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.3,69,74.4,0,135,0,180,0.1,70.5,69,1,4,70,807,707,102058,74.9,0,
2026-03-07,03:15:00,auto,compressorCoolOff,auto,Sleep,70,64,70.4,72,74.4,0,165,0,165,,70.4,72,1,4,58,612,543,102049,74.6,0,
2026-03-07,03:20:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.4,71,74.4,0,300,0,300,,70.4,71,1,4,53,542,517,102033,74.4,0,
2026-03-07,03:25:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.1,70,74.4,0,300,0,300,,70.2,70,1,4,55,570,528,102021,74.1,0,
2026-03-07,03:30:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,70,74.4,0,300,0,300,,70.2,70,1,3,51,522,509,102017,73.6,0,
2026-03-07,03:35:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.1,70,74.4,0,300,0,300,,70.2,70,1,3,47,483,492,102016,73.2,0,
2026-03-07,03:40:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70,71,74.4,0,180,0,225,,70,71,0,3,44,450,476,102010,72.9,0,
2026-03-07,03:45:00,auto,compressorCoolOff,auto,Sleep,70,64,70,73,74.4,0,120,0,120,,70,73,1,3,37,379,437,102010,72.7,0,
2026-03-07,03:50:00,auto,compressorCoolStage1On,auto,Sleep,70,64,69.8,70,74.4,0,180,0,225,0.1,70,70,1,3,42,433,466,102013,72.7,0,
2026-03-07,03:55:00,auto,compressorCoolOff,auto,Sleep,70,64,69.6,70,74.4,0,0,0,0,0.1,69.7,70,1,3,47,482,491,102016,72.5,0,
2026-03-07,04:00:00,auto,compressorCoolOff,auto,Sleep,70,64,70,71,74.3,0,135,0,135,,70,71,1,3,43,437,470,102019,72.6,0,
2026-03-07,04:05:00,auto,compressorCoolStage1On,auto,Sleep,70,64,69.6,68,74.3,0,165,0,210,0.4,70,68,1,3,51,522,508,102014,72.7,0,
2026-03-07,04:10:00,auto,compressorCoolOff,auto,Sleep,70,64,69.8,70,74.3,0,120,0,120,0.1,70,70,1,3,49,506,501,102020,72.6,0,
2026-03-07,04:15:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,71,74.3,0,300,0,300,,70.2,71,1,3,41,419,461,102023,72.5,0,
2026-03-07,04:20:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70,71,74.3,0,165,0,210,,70,71,1,3,42,424,463,102019,72.4,0,
2026-03-07,04:25:00,auto,compressorCoolOff,auto,Sleep,70,64,70,72,74.3,0,120,0,120,,70,72,1,3,44,449,476,102020,72.3,0,
2026-03-07,04:30:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70,69,74.4,0,195,0,240,0.2,70.2,69,1,3,48,490,494,102021,72.4,0,
2026-03-07,04:35:00,auto,compressorCoolOff,auto,Sleep,70,64,69.7,70,74.4,0,90,0,90,0.1,69.9,70,1,3,55,577,530,102019,72.4,0,
2026-03-07,04:40:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,71,74.4,0,300,0,300,,70.2,71,1,3,49,502,500,102020,72.5,0,
2026-03-07,04:45:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,70,74.4,0,300,0,300,0.1,70.3,70,1,4,51,527,511,102022,72.6,0,
2026-03-07,04:50:00,auto,compressorCoolStage1On,auto,Sleep,70,64,69.8,68,74.4,0,30,0,75,0.3,70.2,68,1,4,60,646,554,102023,72.5,0,
2026-03-07,04:55:00,auto,compressorCoolOff,auto,Sleep,70,64,70.1,71,74.4,0,270,0,270,,70.2,71,1,4,58,617,546,102024,72.5,0,
2026-03-07,05:00:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70,69,74.5,0,120,0,165,0.2,70.2,69,1,4,60,635,552,102024,72.4,0,
2026-03-07,05:05:00,auto,compressorCoolOff,auto,Sleep,70,64,70.3,72,74.5,0,180,0,180,,70.3,72,1,3,52,531,512,102029,72.4,0,
2026-03-07,05:10:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.5,72,74.5,0,300,0,300,,70.5,72,1,4,53,541,517,102029,72.5,0,
2026-03-07,05:15:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.4,72,74.5,0,300,0,300,,70.4,72,1,4,53,543,518,102030,72.4,0,
2026-03-07,05:20:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.3,71,74.5,0,300,0,300,,70.3,71,1,4,55,569,528,102032,72.3,0,
2026-03-07,05:25:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,71,74.5,0,300,0,300,,70.2,71,1,4,57,596,538,102035,72.2,0,
2026-03-07,05:30:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.3,72,74.5,0,300,0,300,,70.3,72,1,4,53,542,517,102038,72.3,0,
2026-03-07,05:35:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.3,73,74.5,0,300,0,300,,70.3,73,1,3,48,490,495,102042,72.4,0,
2026-03-07,05:40:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.4,73,74.5,0,300,0,300,,70.4,73,1,3,47,479,490,102044,72.4,0,
2026-03-07,05:45:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.4,73,74.5,0,300,0,300,,70.4,73,1,3,46,470,486,102047,72.7,0,
2026-03-07,05:50:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.3,73,74.5,0,300,0,300,,70.3,73,1,3,44,449,476,102045,72.8,0,
2026-03-07,05:55:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,71,74.5,0,300,0,300,,70.3,71,1,3,47,476,488,102047,72.7,0,
2026-03-07,06:00:00,auto,compressorCoolStage1On,auto,Sleep,70,64,69.7,69,74.7,0,15,0,60,0.3,70,69,1,3,55,574,530,102051,72.4,0,
2026-03-07,06:05:00,auto,compressorCoolOff,auto,Sleep,70,64,70,70,74.7,0,225,0,225,0.1,70.1,70,1,4,53,542,517,102056,72.4,0,
2026-03-07,06:10:00,auto,compressorCoolStage1On,auto,Sleep,70.7,64,69.6,68,74.7,0,75,0,120,0.3,70,68,1,4,57,602,540,102056,72.5,0,
2026-03-07,06:15:00,auto,compressorCoolOff,hold,Sleep,73,64,69.7,68,74.7,0,0,0,0,0.2,69.9,68,1,4,58,612,544,102061,72.6,0,
2026-03-07,06:20:00,auto,compressorCoolOff,hold,Sleep,73,64,70.1,69,74.7,0,0,0,0,0.1,70.2,69,1,4,60,645,556,102062,72.8,0,
2026-03-07,06:25:00,auto,compressorCoolOff,hold,Sleep,73,64,70.5,71,74.7,0,0,0,0,,70.5,71,1,4,55,574,530,102060,73,0,
2026-03-07,06:30:00,auto,compressorCoolOff,hold,Sleep,73,64,70.9,73,74.7,0,0,0,0,,70.9,73,1,3,48,495,497,102063,73.2,0,
2026-03-07,06:35:00,auto,compressorCoolOff,hold,Sleep,73,64,71.4,74,74.7,0,0,0,0,,71.4,74,1,3,44,446,474,102071,73.4,0,
2026-03-07,06:40:00,auto,compressorCoolOff,hold,Sleep,73.3,64,71.7,72,74.7,0,0,0,165,,71.7,72,1,3,47,479,490,102079,73.7,0,
2026-03-07,06:45:00,auto,compressorCoolOff,auto,Sleep,75,64,71.6,72,74.7,0,0,0,285,,71.6,72,1,4,53,545,518,102082,73.9,0,
2026-03-07,06:50:00,auto,compressorCoolOff,auto,Sleep,75,64,71.2,77,74.7,0,0,0,0,-0.2,71,77,1,3,46,465,483,102088,74,0,
2026-03-07,06:55:00,auto,compressorCoolOff,auto,Sleep,75,64,71.4,78,74.7,0,0,0,0,-0.2,71.2,78,1,3,40,404,452,102089,74.2,0,
2026-03-07,07:00:00,auto,compressorCoolOff,auto,Sleep,75,64,71.8,77,75.1,0,0,0,0,-0.1,71.7,77,1,3,42,421,462,102096,74.3,0,
2026-03-07,07:05:00,auto,compressorCoolOff,auto,Sleep,75,64,72.2,77,75.1,0,0,0,0,-0.1,72,77,1,3,46,462,482,102102,74.6,0,
2026-03-07,07:10:00,auto,compressorCoolOff,auto,Sleep,75,64,72.5,76,75.1,0,0,0,165,,72.4,76,1,3,47,483,492,102101,74.7,0,
2026-03-07,07:15:00,auto,compressorCoolOff,auto,Sleep,75,64,72.3,75,75.1,0,0,0,285,,72.2,75,1,4,53,546,519,102103,74.8,0,
2026-03-07,07:20:00,auto,compressorCoolOff,auto,Sleep,75,64,71.1,79,75.1,0,0,0,0,-0.3,70.8,79,0,4,53,542,517,102110,74.9,0,
2026-03-07,07:25:00,auto,compressorCoolOff,auto,Sleep,75,64,71.1,81,75.1,0,0,0,0,-0.4,70.7,81,0,3,49,502,500,102118,75.1,0,
2026-03-07,07:30:00,auto,compressorCoolOff,auto,Sleep,75,64,71.7,81,75.1,0,0,0,0,-0.3,71.4,81,0,3,49,503,501,102124,75.2,0,
2026-03-07,07:35:00,auto,compressorCoolOff,auto,Sleep,75,64,72.3,79,75.1,0,0,0,0,-0.2,72.1,79,0,3,51,520,508,102132,75.5,0,
2026-03-07,07:40:00,auto,compressorCoolOff,auto,Sleep,71.5,64,72.7,76,75.1,0,210,0,210,,72.7,76,0,4,56,582,532,102134,75.7,0,
2026-03-07,07:45:00,auto,compressorCoolStage1On,auto,Sleep,70,64,71.6,74,75.1,0,300,0,300,,71.6,74,0,4,68,773,669,102131,75.7,0,
2026-03-07,07:50:00,auto,compressorCoolStage1On,auto,Sleep,70,64,70.2,77,75.1,0,195,0,240,0.1,69.6,77,1,4,77,950,781,102129,75.4,0,
2026-03-07,07:55:00,auto,compressorCoolOff,auto,Sleep,70,64,69.3,79,75.1,0,0,0,0,,69,79,1,4,78,954,784,102133,75.1,0,
2026-03-07,08:00:00,auto,compressorCoolOff,auto,Home,70,64,69.7,79,75.5,0,30,0,30,,69.6,79,0,4,74,874,746,102136,75.1,0,
