#,Thermostat,identifier,531605445508
#,Thermostat,name,Pool House Thermostat
#,Start,date,2026-03-05
#,End,date,2026-03-12

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure,Pool House Back Bed (F),Pool House Back Bed2
2026-03-05,00:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,63,74.5,0,75,0,75,1.1,72.3,63,0,3,336,335979,3370,102072,71.5,0,
2026-03-05,00:05:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.7,62,74.5,0,225,0,270,1.1,72.3,62,0,3,337,339463,3374,102072,71.6,0,
2026-03-05,00:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,63,74.5,0,0,0,0,0.9,72,63,0,3,341,373228,3416,102073,70.8,0,
2026-03-05,00:15:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,64,74.5,0,0,0,0,0.8,72,64,0,3,337,341177,3377,102073,70.7,0,
2026-03-05,00:20:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,74.5,0,75,0,75,0.8,72.1,65,0,3,334,317298,3345,102072,71.1,0,
2026-03-05,00:25:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.6,64,74.5,0,225,0,270,1,72,64,0,3,332,307401,3331,102075,71.2,0,
2026-03-05,00:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.2,63,74.1,0,0,0,0,0.8,71.8,63,0,3,336,335992,3370,102072,70.3,0,
2026-03-05,00:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,64,74.1,0,0,0,0,0.9,71.8,64,0,3,332,304987,3327,102072,70.7,0,
2026-03-05,00:40:00,auto,compressorCoolOff,auto,Sleep,71,67,70.5,64,74.1,0,0,0,0,1,71.9,64,0,3,328,281280,3292,102076,71.1,0,
2026-03-05,00:45:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.1,0,120,0,120,0.8,72,65,0,3,325,260765,3258,102082,71.7,0,
2026-03-05,00:50:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.6,63,74.1,0,180,0,225,1.1,72,63,0,3,325,263265,3262,102083,71.5,0,
2026-03-05,00:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,64,74.1,0,0,0,0,0.8,71.7,64,0,3,327,273516,3279,102081,70.7,0,
2026-03-05,01:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,66,74.1,0,0,0,0,0.6,71.8,66,0,3,320,233680,3210,102082,70.8,0,
2026-03-05,01:05:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,66,74.1,0,0,0,0,0.7,72,66,0,3,316,214728,3173,102083,71.2,0,
2026-03-05,01:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.1,0,240,0,240,0.9,72.1,65,0,3,316,211237,3166,102084,71.7,0,
2026-03-05,01:15:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.5,63,74.1,0,60,0,105,0.9,72,63,0,3,320,234374,3211,102084,71,0,
2026-03-05,01:20:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,64,74.1,0,0,0,0,0.8,71.9,64,0,3,318,224767,3193,102076,70.4,0,
2026-03-05,01:25:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,66,74.1,0,0,0,0,0.6,71.9,66,0,3,314,203429,3149,102075,70.7,0,
2026-03-05,01:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.1,0,15,0,15,0.8,72.1,65,0,3,311,191542,3122,102079,71.3,0,
2026-03-05,01:35:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.9,64,74.1,0,285,0,300,0.9,72.2,64,0,3,310,187211,3112,102071,71.6,0,
2026-03-05,01:40:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,63,74.1,0,0,0,30,0.9,72,63,0,3,314,205027,3152,102057,70.7,0,
2026-03-05,01:45:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.1,0,0,0,0,0.8,72,63,0,3,311,188332,3115,102055,70.4,0,
2026-03-05,01:50:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,65,74.1,0,0,0,0,0.8,72.1,65,0,3,309,182988,3102,102056,70.9,0,
2026-03-05,01:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.1,0,0,0,0,0.8,72.2,65,0,3,310,186584,3111,102051,71.3,0,
2026-03-05,02:00:00,auto,compressorCoolOff,auto,Sleep,71,67,71,64,74.1,0,180,0,180,0.9,72.2,64,0,3,308,179451,3093,102044,71.8,0,
2026-03-05,02:05:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.6,63,74.1,0,120,0,165,1,72.1,63,0,3,311,188612,3115,102042,71.3,0,
2026-03-05,02:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,64,74.1,0,0,0,0,0.9,71.9,64,0,3,313,197620,3136,102036,70.7,0,
2026-03-05,02:15:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,63,74.1,0,0,0,0,1,72,63,0,3,309,182191,3100,102036,70.8,0,
2026-03-05,02:20:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,63,74.1,0,0,0,0,1,72.2,63,0,3,307,174619,3081,102035,71.2,0,
2026-03-05,02:25:00,auto,compressorCoolOff,auto,Sleep,71,67,71,64,74.1,0,90,0,90,1,72.3,64,0,3,305,164801,3056,102033,71.7,0,
2026-03-05,02:30:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.7,62,74.1,0,210,0,255,1.2,72.3,62,0,3,304,162777,3050,102030,71.6,0,
2026-03-05,02:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.1,0,0,0,0,1,72,63,0,3,309,182325,3100,102025,70.7,0,
2026-03-05,02:40:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.1,0,0,0,0,1,72,63,0,3,306,170484,3071,102027,70.7,0,
2026-03-05,02:45:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,63,74.1,0,0,0,0,1,72.2,63,0,3,303,157905,3037,102026,71,0,
2026-03-05,02:50:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.1,0,90,0,90,0.9,72.3,65,0,3,301,149958,3014,102019,71.5,0,
2026-03-05,02:55:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.6,63,74.1,0,210,0,255,1.1,72.3,63,0,3,300,147648,3007,102017,71.3,0,
2026-03-05,03:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,62,74.3,0,0,0,0,1,72.1,62,0,3,305,164580,3055,102016,70.5,0,
2026-03-05,03:05:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.3,0,0,0,0,1,72,63,0,3,301,151662,3019,102018,70.6,0,
2026-03-05,03:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.5,63,74.3,0,0,0,0,0.9,72.1,63,0,3,298,141093,2987,102013,70.9,0,
2026-03-05,03:15:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.3,0,45,0,45,0.9,72.2,65,1,3,295,132997,2961,102013,71.4,0,
2026-03-05,03:20:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.8,63,74.3,0,255,0,300,1,72.3,63,0,3,293,126260,2938,102010,71.5,0,
2026-03-05,03:25:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.3,0,0,0,0,1,72,63,0,3,296,136983,2974,102003,70.6,0,
2026-03-05,03:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,64,74.3,0,0,0,0,0.9,71.9,64,0,3,293,125443,2936,102010,70.4,0,
2026-03-05,03:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,74.3,0,0,0,0,0.9,72,65,0,3,290,119712,2915,102007,70.8,0,
2026-03-05,03:40:00,auto,compressorCoolOff,auto,Sleep,71,67,71,65,74.3,0,0,0,0,0.9,72.1,65,0,3,289,115451,2899,102007,71.2,0,
2026-03-05,03:45:00,auto,compressorCoolOff,auto,Sleep,71,67,71,65,74.3,0,180,0,180,1,72.1,65,0,3,287,111805,2885,102004,71.6,0,
2026-03-05,03:50:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.7,64,74.3,0,120,0,165,1,72,64,0,3,290,118358,2909,101996,71.2,0,
2026-03-05,03:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,64,74.3,0,0,0,0,0.9,71.7,64,0,3,291,120054,2916,101995,70.4,0,
2026-03-05,04:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,65,74.3,0,0,0,0,0.7,71.8,65,0,3,288,112925,2889,101997,70.6,0,
2026-03-05,04:05:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,65,74.3,0,0,0,0,0.8,72,65,0,3,287,112169,2886,102001,70.9,0,
2026-03-05,04:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,65,74.3,0,0,0,0,0.8,72.1,65,0,3,287,110739,2881,102006,71.3,0,
2026-03-05,04:15:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,64,74.3,0,225,0,225,1,72.2,64,0,3,286,108249,2871,102008,71.7,0,
2026-03-05,04:20:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.4,63,74.3,0,75,0,120,1,72.1,63,0,3,292,124058,2930,102008,70.8,0,
2026-03-05,04:25:00,auto,compressorCoolOff,auto,Sleep,71,67,70.2,63,74.3,0,0,0,0,0.8,71.9,63,0,3,293,127283,2942,102013,70.4,0,
2026-03-05,04:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,64,74.3,0,0,0,0,0.7,71.9,64,0,3,292,122984,2927,102017,70.6,0,
2026-03-05,04:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,74.3,0,0,0,0,0.8,72,65,0,3,291,120398,2917,102018,71,0,
2026-03-05,04:40:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,65,74.3,0,0,0,0,0.9,72.1,65,0,3,290,117067,2905,102019,71.3,0,
2026-03-05,04:45:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,64,74.3,0,285,0,285,1,72.2,64,0,3,289,115028,2897,102021,71.7,0,
2026-03-05,04:50:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.3,63,74.3,0,15,0,60,1,72,63,0,3,297,138501,2979,102018,70.8,0,
2026-03-05,04:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.3,0,0,0,0,0.9,72,63,0,3,296,136587,2973,102016,70.4,0,
2026-03-05,05:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.4,63,74.3,0,0,0,0,0.9,72.1,63,0,3,295,131830,2958,102019,70.8,0,
2026-03-05,05:05:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,65,74.3,0,0,0,0,0.8,72.1,65,0,3,293,127166,2942,102025,71.2,0,
2026-03-05,05:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,65,74.3,0,15,0,15,0.9,72.1,65,0,3,291,121142,2920,102029,71.5,0,
2026-03-05,05:15:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.8,64,74.3,0,285,0,300,1,72.1,64,0,3,289,116453,2903,102031,71.7,0,
2026-03-05,05:20:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,63,74.3,0,0,0,30,1,72,63,0,3,294,129953,2951,102030,70.7,0,
2026-03-05,05:25:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,64,74.3,0,0,0,0,0.7,71.9,64,0,3,292,123882,2930,102031,70.4,0,
2026-03-05,05:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.5,65,74.3,0,0,0,0,0.8,72,65,0,3,290,117041,2905,102031,70.8,0,
2026-03-05,05:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,65,74.3,0,0,0,0,0.8,72.1,65,0,3,288,112510,2888,102042,71.1,0,
2026-03-05,05:40:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,65,74.3,0,60,0,60,1,72.2,65,0,3,286,108434,2871,102046,71.5,0,
2026-03-05,05:45:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.7,63,74.3,0,240,0,285,1,72.2,63,0,3,286,107065,2866,102046,71.5,0,
2026-03-05,05:50:00,auto,compressorCoolOff,auto,Sleep,71,67,70.2,63,74.3,0,0,0,0,0.9,72,63,1,3,290,116909,2904,102045,70.5,0,
2026-03-05,05:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.5,65,74.3,0,0,0,0,0.6,71.8,65,0,3,286,107735,2869,102047,70.3,0,
2026-03-05,06:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,66,73.9,0,0,0,0,0.6,71.8,66,0,3,284,103518,2851,102045,70.7,0,
2026-03-05,06:05:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,66,73.9,0,30,0,30,0.7,71.9,66,0,3,283,100181,2836,102046,71.2,0,
2026-03-05,06:10:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.7,64,73.9,0,270,0,300,1,72,64,0,3,282,98566,2829,102048,71.3,0,
2026-03-05,06:15:00,auto,compressorCoolOff,auto,Sleep,71,67,70.5,64,73.9,0,0,0,15,1,71.8,64,0,3,287,109846,2877,102051,70.3,0,
2026-03-05,06:20:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,64,73.9,0,0,0,0,1,71.8,64,0,3,283,100805,2839,102055,70.1,0,
2026-03-05,06:25:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,65,73.9,0,0,0,0,0.9,71.8,65,1,3,283,99324,2833,102061,70.4,0,
2026-03-05,06:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,73.9,0,0,0,0,0.9,71.9,65,1,3,283,101256,2841,102062,70.9,0,
2026-03-05,06:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,73.9,0,0,0,135,1.1,71.9,65,0,3,283,99952,2835,102062,71.2,0,
2026-03-05,06:40:00,auto,compressorCoolOff,auto,Sleep,71,67,71,66,73.9,0,270,0,300,0.9,71.9,66,0,3,279,91245,2795,102065,71.3,0,
2026-03-05,06:45:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.6,63,73.9,0,30,0,75,1.1,71.8,63,0,3,283,101505,2842,102068,70.3,0,
2026-03-05,06:50:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,73.9,0,0,0,0,1,71.7,65,0,3,284,103279,2850,102068,70,0,
2026-03-05,06:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,65,73.9,0,0,0,0,1,71.8,65,0,3,283,99948,2835,102069,70.3,0,
2026-03-05,07:00:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,74.1,0,0,0,0,0.9,71.8,65,0,3,281,97194,2823,102070,70.7,0,
2026-03-05,07:05:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,65,74.1,0,0,0,75,1,71.9,65,0,3,280,95027,2813,102072,71.1,0,
2026-03-05,07:10:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,66,74.1,0,210,0,300,0.7,71.8,66,0,3,278,89372,2786,102074,71.3,0,
2026-03-05,07:15:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.4,65,74.1,0,90,0,135,0.7,71.7,65,0,3,281,96686,2820,102075,70.6,0,
2026-03-05,07:20:00,auto,compressorCoolOff,auto,Sleep,71,67,70.2,65,74.1,0,0,0,0,0.5,71.5,65,0,3,282,99298,2832,102074,69.9,0,
2026-03-05,07:25:00,auto,compressorCoolOff,auto,Sleep,71,67,70.3,65,74.1,0,0,0,0,0.6,71.6,65,1,3,280,93317,2805,102077,70.1,0,
2026-03-05,07:30:00,auto,compressorCoolOff,auto,Sleep,71,67,70.7,66,74.4,0,0,0,0,0.6,71.8,66,1,3,277,88763,2783,102078,70.6,0,
2026-03-05,07:35:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,67,74.4,0,0,0,0,0.6,71.8,67,1,3,276,85097,2764,102081,71,0,
2026-03-05,07:40:00,auto,compressorCoolStage1On,auto,Sleep,71,67,70.9,66,74.4,0,300,0,300,0.8,71.9,66,1,3,280,94972,2811,102083,71.1,0,
2026-03-05,07:45:00,auto,compressorCoolOff,auto,Sleep,71,67,70.6,64,74.4,0,0,0,45,0.9,71.8,64,0,3,290,117540,2907,102080,70.5,1,
2026-03-05,07:50:00,auto,compressorCoolOff,auto,Sleep,71,67,70.8,66,74.4,0,0,0,0,0.6,71.8,66,0,3,286,106848,2865,102083,70.1,1,
2026-03-05,07:55:00,auto,compressorCoolOff,auto,Sleep,71,67,70.9,66,74.4,0,90,0,90,0.6,71.9,66,0,3,283,100884,2840,102087,70.5,1,
2026-03-05,08:00:00,auto,compressorCoolStage1On,auto,Home,71,67,70.6,64,74.7,0,210,0,255,0.8,72,64,0,3,284,103189,2849,102088,70.5,0,
2026-03-05,08:05:00,auto,compressorCoolOff,auto,Home,71,67,70.2,64,74.7,0,0,0,0,0.7,71.8,64,0,3,288,111249,2882,102097,69.8,0,
2026-03-05,08:10:00,auto,compressorCoolOff,auto,Home,71,67,70.2,65,74.7,0,0,0,0,0.6,71.8,65,0,3,283,100129,2836,102101,69.8,0,
2026-03-05,08:15:00,auto,compressorCoolOff,auto,Home,71,67,70.3,65,74.7,0,0,0,0,0.6,71.9,65,0,3,282,97530,2825,102106,70.4,0,
2026-03-05,08:20:00,auto,compressorCoolOff,auto,Home,71,67,70.5,65,74.7,0,0,0,0,0.7,72,65,0,3,284,102017,2844,102109,70.8,0,
2026-03-05,08:25:00,auto,compressorCoolOff,auto,Home,71,67,70.8,65,74.7,0,0,0,0,0.6,72.2,65,0,3,287,109071,2874,102118,71.1,0,
2026-03-05,08:30:00,auto,compressorCoolOff,auto,Home,71,67,71,65,75,0,0,0,0,0.7,72.3,65,0,3,288,113572,2892,102120,71.6,0,
2026-03-05,08:35:00,auto,compressorCoolOff,auto,Home,71,67,71.4,66,75,0,0,0,195,0.6,72.4,66,0,3,287,108902,2873,102122,71.9,0,
2026-03-05,08:40:00,auto,compressorCoolOff,auto,Home,71,67,71.8,69,75,0,120,0,300,0.2,72.1,69,0,3,279,92125,2799,102126,72,0,
2026-03-05,08:45:00,auto,compressorCoolStage1On,auto,Home,71,67,71.2,67,75,0,195,0,240,0.5,72.1,67,0,3,283,100343,2835,102133,71.5,0,
2026-03-05,08:50:00,auto,compressorCoolOff,auto,Home,71,67,70.8,66,75,0,0,0,0,0.5,72,66,0,3,292,122406,2925,102139,70.7,0,
2026-03-05,08:55:00,auto,compressorCoolOff,auto,Home,71,67,70.8,67,75,0,0,0,0,0.5,72,67,0,3,290,117766,2908,102142,70.7,0,
2026-03-05,09:00:00,auto,compressorCoolOff,auto,Home,71,67,71.1,67,75.5,0,0,0,0,0.4,72.3,67,0,3,290,119396,2913,102146,71,0,
2026-03-05,09:05:00,auto,compressorCoolOff,auto,Home,71,67,71.4,67,75.5,0,0,0,0,0.5,72.5,67,0,3,297,137438,2976,102148,71.4,0,
2026-03-05,09:10:00,auto,compressorCoolOff,auto,Home,71,67,71.5,67,75.5,0,0,0,0,0.6,72.6,67,0,3,302,154882,3028,102149,71.8,0,
2026-03-05,09:15:00,auto,compressorCoolOff,auto,Home,71,67,71.7,67,75.5,0,0,0,0,0.7,72.7,67,1,3,305,167544,3063,102153,72.2,0,
2026-03-05,09:20:00,auto,compressorCoolOff,auto,Home,71,67,71.8,66,75.5,0,285,0,285,0.7,72.8,66,0,3,306,167775,3064,102158,72.5,0,
2026-03-05,09:25:00,auto,compressorCoolStage1On,auto,Home,71,67,71.1,63,75.5,0,90,0,135,1,72.6,63,1,3,312,196276,3132,102159,71.3,0,
2026-03-05,09:30:00,auto,compressorCoolOff,auto,Home,71,67,71.1,65,75.5,0,0,0,0,0.8,72.5,65,1,3,318,225859,3192,102160,70.9,0,
2026-03-05,09:35:00,auto,compressorCoolOff,auto,Home,71,67,71.3,65,75.5,0,0,0,0,0.8,72.6,65,0,3,323,247908,3236,102161,71,0,
2026-03-05,09:40:00,auto,compressorCoolOff,auto,Home,71,67,71.6,65,75.5,0,0,0,0,0.9,72.7,65,0,3,318,221096,3185,102168,71.5,0,
2026-03-05,09:45:00,auto,compressorCoolOff,auto,Home,71,67,71.9,65,75.5,0,180,0,180,0.9,72.9,65,0,3,315,209999,3163,102170,72,0,
2026-03-05,09:50:00,auto,compressorCoolStage1On,auto,Home,71,67,71.6,63,75.5,0,300,0,300,1.2,72.9,63,0,3,322,247375,3234,102171,71.6,0,
2026-03-05,09:55:00,auto,compressorCoolStage1On,auto,Home,71,67,71,61,75.5,0,75,0,120,1.6,72.6,61,0,3,332,302626,3323,102173,70.5,0,
2026-03-05,10:00:00,auto,compressorCoolOff,auto,Home,71,67,71,63,76.4,0,0,0,0,1.2,72.5,63,0,3,328,280581,3290,102177,70,0,
2026-03-05,10:05:00,auto,compressorCoolOff,auto,Home,71,67,71,63,76.4,0,0,0,0,1.1,72.6,63,1,3,321,238955,3220,102178,70.5,0,
2026-03-05,10:10:00,auto,compressorCoolOff,auto,Home,71,67,71.2,63,76.4,0,0,0,0,1.2,72.8,63,1,3,317,218610,3180,102182,71,0,
2026-03-05,10:15:00,auto,compressorCoolOff,auto,Home,71,67,71.9,65,76.4,0,120,0,120,0.9,72.9,65,0,3,314,201541,3145,102183,71.6,0,
2026-03-05,10:20:00,auto,compressorCoolStage1On,auto,Home,71,67,71.5,63,76.4,0,300,0,300,1.4,72.9,63,1,3,313,197915,3136,102181,71.7,0,
2026-03-05,10:25:00,auto,compressorCoolStage1On,auto,Home,71,67,71,62,76.4,0,15,0,60,1.4,72.4,62,1,3,321,240456,3222,102179,70.8,0,
2026-03-05,10:30:00,auto,compressorCoolOff,auto,Home,71,67,71.1,63,76.4,0,0,0,0,1.2,72.3,63,0,3,317,217347,3178,102182,70.6,0,
2026-03-05,10:35:00,auto,compressorCoolOff,auto,Home,71,67,71.6,64,76.4,0,0,0,0,1,72.6,64,0,3,315,208096,3159,102181,71.1,0,
2026-03-05,10:40:00,auto,compressorCoolOff,auto,Home,71,67,71.9,65,76.4,0,150,0,150,1,72.9,65,0,3,313,197070,3135,102181,71.8,0,
2026-03-05,10:45:00,auto,compressorCoolStage1On,auto,Home,71,67,71.4,62,76.4,0,300,0,300,1.4,72.9,62,0,3,313,201128,3143,102182,71.9,0,
2026-03-05,10:50:00,auto,compressorCoolOff,auto,Home,71,67,71.1,62,76.4,0,0,0,45,1.4,72.6,62,0,3,317,218614,3180,102182,70.9,0,
2026-03-05,10:55:00,auto,compressorCoolOff,auto,Home,71,67,71.1,63,76.4,0,0,0,0,1.1,72.4,63,1,3,312,194480,3129,102188,70.8,1,
2026-03-05,11:00:00,auto,compressorCoolOff,auto,Home,71,67,71.7,67,77,0,135,0,135,0.6,72.5,67,1,3,295,137983,2958,102186,71.4,0,
2026-03-05,11:05:00,auto,compressorCoolStage1On,auto,Home,71,67,71.8,67,77,0,300,0,300,0.5,72.7,67,1,3,263,64853,2643,102183,71.7,0,
2026-03-05,11:10:00,auto,compressorCoolStage1On,auto,Home,71,67,71,63,77,0,120,0,165,1,72.7,63,1,3,270,75715,2711,102175,71.1,0,
2026-03-05,11:15:00,auto,compressorCoolOff,auto,Home,71,67,71,65,77,0,180,0,180,0.7,72.6,65,1,3,269,73124,2694,102172,70.7,0,
2026-03-05,11:20:00,auto,compressorCoolStage1On,auto,Home,71,67,70.9,64,77,0,120,0,165,0.7,72.6,64,1,3,262,62294,2627,102167,70.8,0,
2026-03-05,11:25:00,auto,compressorCoolOff,auto,Home,71,67,71.1,65,77,0,180,0,180,0.5,72.7,65,1,3,255,53565,2560,102166,70.6,0,
2026-03-05,11:30:00,auto,compressorCoolStage1On,auto,Home,71,67,70.9,63,77.2,0,120,0,165,0.9,72.7,63,1,3,259,57979,2594,102159,70.9,0,
2026-03-05,11:35:00,auto,compressorCoolOff,auto,Home,71,67,71.3,65,77.2,0,180,0,180,0.6,72.8,65,0,3,253,51013,2538,102153,70.7,0,
2026-03-05,11:40:00,auto,compressorCoolStage1On,auto,Home,71,67,71.1,63,77.2,0,195,0,240,1,72.9,63,1,3,256,54178,2564,102147,70.7,0,
2026-03-05,11:45:00,auto,compressorCoolOff,auto,Home,71,67,71.3,64,77.2,0,105,0,105,0.9,72.8,64,1,3,254,51828,2544,102143,70.4,0,
2026-03-05,11:50:00,auto,compressorCoolStage1On,auto,Home,71,67,71.4,63,77.2,0,300,0,300,1.1,72.9,63,0,3,251,48702,2518,102143,70.6,0,
2026-03-05,11:55:00,auto,compressorCoolStage1On,auto,Home,71,67,71,61,77.2,0,165,0,210,1.5,72.6,61,1,3,263,64630,2642,102139,70.1,0,
2026-03-05,12:00:00,auto,compressorCoolOff,auto,Home,71,67,71.1,63,77.4,0,135,0,135,1.2,72.4,63,1,3,262,62340,2626,102133,69.9,0,
2026-03-05,12:05:00,auto,compressorCoolStage1On,auto,Home,71,67,71,62,77.4,0,165,0,210,1.3,72.3,62,0,3,259,57936,2595,102132,70.3,0,
2026-03-05,12:10:00,auto,compressorCoolOff,auto,Home,71,67,71.1,63,77.4,0,135,0,135,1.3,72.5,63,0,3,257,55229,2573,102136,70.2,0,
2026-03-05,12:15:00,auto,compressorCoolStage1On,auto,Home,71,67,71.2,62,77.4,0,165,0,210,1.4,72.6,62,1,3,254,52040,2547,102135,70.7,0,
2026-03-05,12:20:00,auto,compressorCoolOff,auto,Home,71,67,71.7,66,77.4,0,135,0,135,0.9,72.7,66,1,3,243,40708,2436,102136,70.4,0,
2026-03-05,12:25:00,auto,compressorCoolStage1On,auto,Home,71,67,72,64,77.4,0,300,0,300,1,73,64,1,4,239,37015,2397,102132,71,0,
2026-03-05,12:30:00,auto,compressorCoolStage1On,auto,Home,71,67,71.9,63,77.7,0,300,0,300,1.2,73.1,63,0,4,240,37857,2407,102130,70.5,0,
2026-03-05,12:35:00,auto,compressorCoolStage1On,auto,Home,71,67,71.4,62,77.7,0,300,0,300,1.6,73.1,62,0,4,244,41762,2450,102126,69.8,0,
2026-03-05,12:40:00,auto,compressorCoolStage1On,auto,Home,71,67,71.3,61,77.7,0,300,0,300,1.7,73.1,61,0,4,245,42044,2453,102117,69.3,0,
2026-03-05,12:45:00,auto,compressorCoolStage1On,auto,Home,71,67,71,59,77.7,0,165,0,210,1.9,73,59,1,3,252,49838,2528,102113,68.8,0,
2026-03-05,12:50:00,auto,compressorCoolOff,auto,Home,71,67,71.6,62,77.7,0,135,0,135,1.4,73.1,62,0,3,243,40703,2436,102117,68.9,0,
2026-03-05,12:55:00,auto,compressorCoolStage1On,auto,Home,71,67,71.6,61,77.7,0,300,0,300,1.6,73.2,61,1,4,240,37857,2407,102117,69.4,0,
2026-03-05,13:00:00,auto,compressorCoolStage1On,auto,Home,71,67,71.2,60,77.7,0,180,0,225,1.8,73,60,1,4,247,44698,2480,102110,69.4,0,
2026-03-05,13:05:00,auto,compressorCoolOff,auto,Home,71,67,71.8,63,77.7,0,120,0,120,1.3,73.1,63,1,4,237,36100,2383,102106,69.4,0,
2026-03-05,13:10:00,auto,compressorCoolStage1On,auto,Home,71,67,71.7,62,77.7,0,300,0,300,1.5,73.3,62,0,4,236,34646,2367,102103,70.2,0,
2026-03-05,13:15:00,auto,compressorCoolStage1On,auto,Home,71,67,71.4,61,77.7,0,240,0,285,1.7,73.1,61,1,4,241,38890,2419,102100,69.9,0,
